the_geom,Asset_ID,GI_ID,DEP_Contra,DEP_Cont_1,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,NYC_Waters,BBL,Secondary_,Community_,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Program_Ar,Status_Gro
POINT (-73.86031107559045 40.853569063927964),183558,IB351A,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Combination of Concrete and Grass Top,Constructed (Full Maintenance),1022893.8218,250286.5462,Bronx,Combined,HP-007,Bronx River,2043010001,0,211,13,80,15,5,75,Standard,,,GXHP07-03,1,Right of Way (ROW),Constructed
POINT (-73.97201798323941 40.677426058862565),104684,403B,OGI-DESIGN-1,1,ROW,OGI Design Area 1 (RH-034),ROWB,Constructed (Full Maintenance),992011.5037,186082.2323,Brooklyn,Combined,RH-034,Gowanus Canal,3011580087,0,308,35,52,10,5,50,Type A - Stone Columns,No Tree,N/A,GKRH34-02-GKOH07-02,Stage-1,Right of Way (ROW),Constructed
POINT (-73.93850624083423 40.65938482701684),182433,IB3096AE,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001311.42698,179514.04953,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048180006,3048180022,309,40,43,20,4.5,90,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,1,Right of Way (ROW),Constructed
POINT (-73.82483250919685 40.727389309388855),187776,IB824e,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1032800.6,204332.64,Queens,Combined,TI-010,Flushing Creek,4065970003,0,408,24,0,10,4,40,Standard,No Tree,N/A,GCTI10-4A,Package-1,Right of Way (ROW),Constructed
POINT (-73.81248586596644 40.761007442999905),108450,2518b,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1036196.45482,216587.85526,Queens,Combined,TI-010,Flushing Creek,4053820016,0,407,20,40,12,6,72,Standard,No Tree,N/A,GCTI10-1B,Package-2,Right of Way (ROW),Constructed
POINT (-73.91332466065018 40.63210864363155),189071,PaerdegatN_E77th-1,CNYG-2710M,1,ROW,Construction and Planting in Greenstreets,ROWSGS,Constructed,1008307.88026,169582.50312,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3080130038,0,318,46,0,37.6,10,376,Standard,Zelkova serrata,Japanese Zelkova,,,External,Constructed
POINT (-73.97893100211164 40.75580941148013),149609,ATCO20NW_1,GMNC37-01,GR,Onsite,ATCO,Green Roof,Constructed,990087.13864,214639.14513,Manhattan,Combined,NCM-037,East River / Open Waters,1012810069,0,105,4,73,0,0,201,,,,,,Incentivized,Constructed
POINT (-73.86237236235709 40.6906110796807),112940,1250G,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1022416.864,190914.661,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089120009,0,409,32,38,12,5,60,Standard,No Tree,N/A,53320022-02,1,Right of Way (ROW),Constructed
POINT (-73.86754152617594 40.742531406049636),153728,699c,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1020954.75,209828.59,Queens,Combined,BB-008,Flushing Bay,4016040049,0,404,21,39,10,4.5,45,Standard,No Tree,N/A,GQBB09-01,Work-Order-4,Right of Way (ROW),Constructed
POINT (-73.81615470175626 40.76444832306977),142518,1124B,GQTI11-03,1,ROW,DDC TI-011,ROWB,Constructed (Full Maintenance),1035177.459,217839.324,Queens,Combined,TI-011,Flushing Creek,4050280023,0,407,20,40,13,4.5,58.5,Type A - Stone Columns,Chionanthus retusus,Chinese Fringetree,GCTI11-02,3,Right of Way (ROW),Constructed
POINT (-73.8107776752466 40.7259871407157),187828,IB962b,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1036697.23,203829.89,Queens,Combined,TI-010,Flushing Creek,4068080025,0,408,24,0,11,4.5,49.5,Standard,No Tree,N/A,GCTI10-4B,Package-2,Right of Way (ROW),Constructed
POINT (-73.90246581427087 40.64497330688664),174782,IB5112A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1011316.6762,174272.6143,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081840039,0,318,46,58,20,5,100,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,1,Right of Way (ROW),In Construction
POINT (-73.89118156137077 40.69894844266408),105857,1435D,OGI-DESIGN-1,3,ROW,OGI Design Area 1 (NCB-083),ROWB,Constructed (Full Maintenance),1014423.735,193940.9673,Queens,Combined,NCB-083,Newtown Creek,4035980010,4035980009,405,30,38,13,5,65,Standard,Acer ginnala 'Flame',Flame Amur Maple,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.92141076728628 40.69273228008546),158995,B-8,GKNC15-05,1,ROW,Demo Area 3 (NCB-015),ROWB,Constructed (Full Maintenance),1006043.66,191667.27,Brooklyn,Combined,NCB-015,Newtown Creek,3033130016,0,304,37,53,20,5,100,Standard,Metasequoia glyptostroboides,Dawn Redwood,GKNC15-05,1,Right of Way (ROW),Constructed
POINT (-73.8496179481382 40.683815715905176),182504,IB2422D,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1025958.162,188444.73,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090650039,4090650038,409,32,38,10,4.5,45,Standard,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.8747764203217 40.66997287884678),142223,K218-02STa,GK26W5-01,1,Onsite,J.H.S. 218 K,Synthetic Turf Field Storage Layer,Constructed,1018987.72491,183390.41578,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042780001,0,305,42,60,0,0,"4,555",,,,,,Public Onsite,Constructed
POINT (-73.91646100786399 40.697517318536285),150219,355-1a,GKNC15-02,3,ROW,EDC NCB-015 (English Kills) Phase 3,ROWB,Constructed (Full Maintenance),1007414.62,193411.87,Brooklyn,Combined,NCB-015,Newtown Creek,3033250001,0,304,37,53,20,5,100,Standard,Other (See notes),N/A,GKNC15-02,Phase-3-Stage-1,Right of Way (ROW),Constructed
POINT (-73.88072116307113 40.68317760480918),99864,1509e,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1017332.07,188198.97,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3039300028,0,305,37,54,12,4,48,Standard,No Tree,N/A,53320022-01,1,Right of Way (ROW),Constructed
POINT (-73.89349658436683 40.731104306065006),188447,IB195A,GQBB05-02,2,ROW,OGI BB-005 (GI-DCM-TOC) Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1013767.57,205655.53,Queens,Combined,BB-005,East River / Open Waters,4024960010,0,405,30,0,10,5,50,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.9113295744461 40.68817913711617),167825,TP-01SRa,GKNC15-02-OS6,1,Onsite,Tiger Playground,Subsurface Detention System,Constructed,1008840.9644,190011.0964,Brooklyn,Combined,NCB-015,Newtown Creek,3034160001,0,304,37,54,0,0,515,,,,,,Public Onsite,Constructed
POINT (-73.85449333316122 40.847290671381074),126754,87A,GXHP33-01,1,ROW,EDC HP-033,ROWB,Constructed (Full Maintenance),1024507.0516,248001.7119,Bronx,Combined,HP-033,Westchester Creek,2041030029,0,211,13,82,13,4,52,Type C - SW Chamber,No Tree,N/A,GXHP33-01,1,Right of Way (ROW),Constructed
POINT (-73.80343109912549 40.73805461075382),140135,1423A,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROWB,Constructed (Full Maintenance),1038723.63,208230.92,Queens,Combined,TI-010,Flushing Creek,4068930028,0,408,24,25,13,4,52,Standard,Ulmus americana,American Elm,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.94917487183726 40.65881260011758),182161,IB2085E,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),998351.53935,179303.67366,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048090070,0,309,40,43,10,5,50,Standard,No Tree,N/A,GKCI05-1A,1,Right of Way (ROW),Constructed
POINT (-73.91292741242893 40.6963422163853),150265,399b,GKNC15-02,3,ROW,EDC NCB-015 (English Kills) Phase 3,ROWB,Constructed (Full Maintenance),1008394.88,192984.7,Brooklyn,Combined,NCB-015,Newtown Creek,3033650098,0,304,37,54,20,5,100,Type C - SW Chamber,No Tree,N/A,GKNC15-02,Phase-3-Stage-1,Right of Way (ROW),Constructed
POINT (-73.83127564366814 40.74564317292698),188071,IB2069a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1031001.97,210979.58,Queens,Combined,TI-010,Flushing Creek,4063650003,0,407,20,0,10,4.5,45,Standard,No Tree,N/A,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.9229028423449 40.66345290989872),175869,IB2034b,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1005639.28,180999.59,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3046150023,3046150022,317,41,58,20,4,80,Standard,No Tree,N/A,GKCI05-2A,1,Right of Way (ROW),Constructed
POINT (-73.8132778147061 40.76627277442908),143192,1487D,GQTI11-03,1,ROW,DDC TI-011,ROWB,Constructed (Full Maintenance),1035972.975,218505.716,Queens,Combined,TI-011,Flushing Creek,4050010030,0,407,20,40,20,5,100,Type C - SW Chamber,No Tree,N/A,GCTI11-02,3,Right of Way (ROW),Constructed
POINT (-73.88708818692906 40.84624045263919),142240,X300-01PPa,GXHP04-03,1,Onsite,C.S. 300 X,Permeable Pavers,Constructed,1015489.59458,247605.77622,Bronx,Combined,HP-004,Bronx River,2031090001,0,206,15,79,0,0,571,,,,,,Public Onsite,Constructed
POINT (-73.87181122060213 40.75438950114363),155728,1389b,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1019765.28,214147.11,Queens,Combined,BB-008,Flushing Bay,4017290027,0,403,21,34,15,5,75,Type A - Stone Columns,Amelanchier x grandiflora,Apple Serviceberry,GQBB08-01,Work-Order-1,Right of Way (ROW),Constructed
POINT (-73.84953315204339 40.850780732062354),117459,616a,GXHP14-03,3,ROW,EDC HP-014 Phase 3,ROWB,Constructed (Full Maintenance),1025877.19,249275.59,Bronx,Combined,HP-014,Westchester Creek,2041150001,0,211,13,82,16,4,64,Type A - Stone Columns,Prunus serrulata,Japanese Flowering Cherry,GXHP14-03,Stage-1,Right of Way (ROW),Constructed
POINT (-73.98899870013611 40.62616580053693),190919,K180-01STa,GK-S-K180,OS,Onsite,P.S. 180 - BROOKLYN,Synthetic Turf Field Storage Layer,In Construction,987303.828,167405.656,Brooklyn,Combined,OH-002,East River / Open Waters,3054920001,0,312,44,0,95,46,"4,248",,,,,,Public Onsite,In Construction
POINT (-73.90840734862027 40.673228514146615),132798,245A,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1009657.08,184564.99,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3034890001,0,316,41,55,16,4,64,Type C - SW Chamber,No Tree,N/A,GK26W3-03,2,Right of Way (ROW),Constructed
POINT (-73.93234574322183 40.74497882260594),149268,IB5185A,GQBB26-01,1,ROW,DDC BB Cluster (BB-026),ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1002996.57,210699.75,Queens,Combined,BB-026,Newtown Creek,4002440024,0,402,26,37,15,5,75,Standard,No Tree,N/A,GCBB26-01,GCBB26-01,Right of Way (ROW),Constructed
POINT (-73.78677299645044 40.751582177212036),102950,1450C,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWB,Constructed (Full Maintenance),1043327.95623,213170.22785,Queens,Combined,TI-010,Flushing Creek,4056120050,0,411,20,25,11,4.5,49.5,Standard,Quercus palustris,Pin Oak,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.8292040988132 40.70658392369933),148164,C-9a,GQJA03-01,1,ROW,DDC JAM-003 Phase 1,ROWB,Constructed (Full Maintenance),1031603.722,196750.224,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4033310043,0,409,29,28,10,5,50,Standard,No Tree,N/A,GCJAM-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.81568148417246 40.758328885736425),187358,IB2568a,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1035313.23743,215610.09245,Queens,Combined,TI-010,Flushing Creek,4053790012,4053790014,407,20,0,13,6,78,Type C - SW Chamber,No Tree,N/A,GCTI10-1B,Package-2,Right of Way (ROW),Constructed
POINT (-73.79029283469461 40.764068995368106),106513,1376b,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1042341.83949,217717.2157,Queens,Combined,TI-010,Flushing Creek,4053060001,0,411,19,26,11,5,55,Standard,No Tree,N/A,GCTI10-1A,Package-1,Right of Way (ROW),Constructed
POINT (-73.80330183508076 40.75888546253762),187380,IB2266c,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1038742.41,215820.33,Queens,Combined,TI-010,Flushing Creek,4053930035,0,407,20,0,12,4,48,Standard,No Tree,N/A,GCTI10-1B,Package-2,Right of Way (ROW),Constructed
POINT (-73.9301339808704 40.691518679877),157790,415c,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1003624.97,191223.07,Brooklyn,Combined,NCB-015,Newtown Creek,3016170009,0,303,36,56,13,5,65,Type A - Stone Columns,Amelanchier canadensis,Shadblow Serviceberry,GKNC15-02,Phase-2-Stage-2,Right of Way (ROW),Constructed
POINT (-73.82344188109131 40.719185228148426),187654,IB330h,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1033192.06,201344.42,Queens,Combined,TI-010,Flushing Creek,4065870038,4065870006,408,24,0,11,4.5,49.5,Type A - Stone Columns,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.86475444134827 40.85826256479347),171251,IB195C,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1021661.96078,251994.63748,Bronx,Combined,HP-007,Bronx River,2043450001,0,211,13,80,10,5,50,,,,GXHP07-03,1,Right of Way (ROW),Constructed
POINT (-73.917308731528 40.64708136483999),184464,IB5108-1c,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Combination of Concrete and Grass Top,Constructed (In Guarantee),1007196.9,175036.4,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3079120011,3079120009,317,42,0,10,4.5,45,Standard,,,GKCI05-2A,3,Right of Way (ROW),Constructed
POINT (-73.85932146030989 40.85500857954732),96469,342A,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROWB,Constructed (Full Maintenance),1023166.74843,250811.45422,Bronx,Combined,HP-007,Bronx River,2043260007,0,211,13,80,13,4,52,Type C - SW Chamber,No Tree,N/A,GXHP07-03,1,Right of Way (ROW),Constructed
POINT (-73.79879447250725 40.726463736295415),139309,967B,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROWRG,Constructed (Full Maintenance),1040018.24,204010.93,Queens,Combined,TI-010,Flushing Creek,4069890006,0,408,24,25,13,4,52,,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.90824858205315 40.64427915816713),174953,6035A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1009712.1679,174017.9834,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081420004,3081420003,318,42,58,17,5,85,Type D,Syringa reticulata,Japanese Tree Lilac,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.91395000324518 40.64184729346071),181882,IB4096D,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1008130.823,173130.3836,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3079640026,0,318,42,59,13,5,65,Type A - Stone Columns,No Tree,N/A,GKCI05-3A,3,Right of Way (ROW),In Construction
POINT (-73.90935285926112 40.66827677892915),118211,302,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1009396.67,182760.66,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3035260021,0,316,41,55,12,5,60,Type A - Stone Columns,Other (See notes),N/A,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.97496945362245 40.67074657967585),104920,66A,OGI-DESIGN-1,2,ROW,OGI Design Area 1 (OH-007),ROWB,Constructed (Full Maintenance),991193.5359,183648.4595,Brooklyn,Combined,OH-007,Gowanus Canal,3010750003,3010750001,306,39,52,10,5,50,Type A - Stone Columns,No Tree,N/A,GKRH34-02-GKOH07-02,Stage-1,Right of Way (ROW),Constructed
POINT (-73.81228280371606 40.7810951484713),185818,IB21006B,GQTI03-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1036237.025,223906.5798,Queens,Combined,TI-003,East River / Open Waters,4046890027,0,407,19,0,10,6,60,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.90177583627732 40.72058906115631),137125,857e,GQNC77-01,1,ROW,DDC NCQ-077,ROWB,Constructed (Full Maintenance),1011477.26064,201821.82161,Queens,Combined,NCQ-077,Newtown Creek,4027500067,4027500062,405,30,37,13,4,52,Standard,Other (See notes),N/A,GCNC77-02,Phase-2,Right of Way (ROW),Constructed
POINT (-73.82248976017473 40.68023478511252),94688,548B,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1033484.7449,187154.1779,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4115980035,0,410,28,31,13,5,65,Standard,No Tree,N/A,GCJA03-2B,Package-2,Right of Way (ROW),Constructed
POINT (-73.85843476059505 40.84953634202831),185972,IB599B,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1023415.2633,248818.1072,Bronx,Combined,HP-007,Bronx River,2041260001,0,211,13,0,12,4.5,54,,,,GXHP07-03,2,Right of Way (ROW),Constructed
POINT (-73.90001912562863 40.74809492400009),151792,IB134f,GQBB05-03,3,ROW,OGI BB-005 (GI-DCM-TOC) Phase 3,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1011952.77382,211843.61562,Queens,Combined,BB-005,East River / Open Waters,4012180034,4012180033,402,26,30,10,5,50,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.81743186011533 40.78221869568496),185828,IB21018C,GQTI03-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1034810.177,224312.9114,Queens,Combined,TI-003,East River / Open Waters,4046530029,0,407,19,0,11,5,55,Type A - Stone Columns,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.91225279860777 40.6908003424626),150137,308a,GKNC15-02,3,ROW,EDC NCB-015 (English Kills) Phase 3,ROWB,Constructed (Full Maintenance),1008583.97,190965.82,Brooklyn,Combined,NCB-015,Newtown Creek,3033970116,0,304,37,54,13,4,52,Standard,Other (See notes),N/A,GKNC15-02,Phase-3-Stage-1,Right of Way (ROW),Constructed
POINT (-73.92011089374164 40.63737768849406),184471,GS2010B,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWGS,In Construction,1006422.522,171500.3663,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3079550054,3079550053,318,45,0,13,3.5,45.5,,No Tree,N/A,GKCI05-3A,3,Right of Way (ROW),In Construction
POINT (-73.90175277603791 40.66463064863053),118497,477d,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1011506.51877,181434.54606,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3037940001,0,316,42,55,20,5,100,Type A - Stone Columns,Quercus bicolor,Swamp White Oak,GK26W3-03,2,Right of Way (ROW),Constructed
POINT (-73.81518036127929 40.7884673178516),185698,IB11176A,GQTI03-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1035428.9,226590.8,Queens,Combined,TI-003,East River / Open Waters,4046600010,0,407,19,0,15,4,60,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.83937691940805 40.681551900381116),188349,RG-5,Q118-114M,1,Onsite,Demutiis Park PG Reconstruction,Rain Garden,Constructed (Full Maintenance),1028800,187625,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095050030,0,410,29,0,0,0,360,,,,,,External,Constructed
POINT (-73.88219727983464 40.75928231608757),110032,262B,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROWB,Constructed (Full Maintenance),1016885.37993,215925.68007,Queens,Combined,BB-005,East River / Open Waters,4013980003,4013980002,403,25,34,13,4,52,Type C - SW Chamber,No Tree,N/A,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.74440614735921 40.70605271603285),103746,1294A,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1055114.74,196613.91,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4111260004,0,413,27,33,13,4,52,Standard,No Tree,N/A,,,Right of Way (ROW),Constructed
POINT (-73.89020447163252 40.67146009775369),181991,IB1345c,GK26W4-01,1,ROW,EDC 26W-004,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1014707.22,183926.51,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,3040090047,0,305,42,54,10,3.5,35,Standard,No Tree,N/A,53320022-01,2,Right of Way (ROW),Constructed
POINT (-73.871511733918 40.663379566657774),182113,IB2656d,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1019896.89,180989.6,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3045250001,0,305,42,60,20,4.5,90,Standard,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.93784304265807 40.617758190942276),183527,GS59-1A,GI-NYR,5,ROW,SE Brooklyn,ROWGS,Constructed (Full Maintenance),1001506.1923,164348.4722,Brooklyn,Non-combined,CI-613,Jamaica Bay and Tributaries,3076990068,3076990067,318,45,41,13,3.5,45.5,,No Tree,N/A,GI-NYR-5,1,Right of Way (ROW),Constructed
POINT (-73.73444910065291 40.70546400561963),103686,1225B,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1057876.0258,196407.638,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4112040010,0,413,27,33,13,4,52,Type A - Stone Columns,Quercus palustris,Pin Oak,,,Right of Way (ROW),Constructed
